Name,Country,Role,Organization,Type,Category,Contribution,ImageUrl,WebsiteUrl,LinkedinUrl,KeyResourceRefs,KeyResourceUrls,trusted_source_id,peer_reviewed,vetting_body,data_quality_notes,status,deprecated_at,deprecated_reason,KeyResourceUrl,verified_date,PatentRefs,PatentUrls,MigrateCatalogRefs,MigrateCatalogUrls
Dr. Jintai Ding,United States,Professor Emeritus; Dean,Xi'an Jiaotong-Liverpool University;University of Cincinnati (Emeritus),Academic,Algorithm Inventor,Charles Phelps Taft Distinguished Professor Emeritus at University of Cincinnati; Dean of the School of Mathematics and Physics at Xi'an Jiaotong-Liverpool University (XJTLU); co-designer of RAINBOW (broken by Ward Beullens 2022); expert in multivariate cryptography.,https://ui-avatars.com/api/?name=Jintai+Ding&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.xjtlu.edu.cn/en/about/people/leadership/professor-jintai-ding,https://www.linkedin.com/in/jintai-ding-865b631b/,NIST IR 8413;NIST IR 8309,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8413-upd1.pdf,nist-news,partial,NIST,"Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs. | First verification 2026-07-17: both affiliations (University of Cincinnati emeritus, XJTLU Dean) and Rainbow co-design (broken by Beullens 2022) reconfirmed via both universities' own pages. | WebsiteUrl repointed 2026-08-09: homepages.uc.edu/~dingjt/ is gone. He is now at Xi'an Jiaotong-Liverpool University; UC lists him as Distinguished Professor Emeritus. NOTE for the row owner: the Organization field may need the same update. | Organization updated 2026-08-09 by user decision: he is now at Xi'an Jiaotong-Liverpool University, with Cincinnati listing him as Charles Phelps Taft Distinguished Professor Emeritus. Both are true, so both are recorded.",active,,,,2026-08-09,20200358619;10764042,https://patents.google.com/patent/US20200358619/en; https://patents.google.com/patent/US10764042/en,,
Dr. Gorjan Alagic,United States,Associate Research Scientist; Guest Researcher,QuICS (University of Maryland); NIST,Academic,Algorithm Inventor,Associate Research Scientist at QuICS (University of Maryland) and Guest Researcher at NIST; co-editor of NISTIR 8413 on quantum security; extensive work on quantum algorithms and PQC security proofs.,https://ui-avatars.com/api/?name=Gorjan+Alagic&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.nist.gov/,https://www.linkedin.com/in/gorjan-alagic/,NIST IR 8413,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8413-upd1.pdf,nist-news,partial,NIST,"Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs. | First verification 2026-07-17: QuICS/UMD and NIST guest researcher roles, and NISTIR 8413 co-authorship, reconfirmed via his own site, QuICS, and NIST's staff page.",active,,,,2026-07-17,,,,
Bruce Schneier,United States,Security Technologist; Author,Harvard Kennedy School,Academic,Standards,Public interest technology fellow; cybersecurity thought leader; extensive writing on quantum threats and PQC transition; advocate for open standards.,https://ui-avatars.com/api/?name=Bruce+Schneier&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.schneier.com/,,NIST IR 8105;NIST CSWP 39,https://nvlpubs.nist.gov/nistpubs/ir/2016/NIST.IR.8105.pdf,nist-news,partial,NIST,Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs. | First verification 2026-07-17: Harvard Kennedy School Lecturer in Public Policy affiliation reconfirmed as current (2026).,active,,,,2026-07-17,,,,
Dr. Johannes Buchmann,Germany,Professor Emeritus,TU Darmstadt,Academic,Standards,Founder of European PQC research; established TU Darmstadt's cryptography group; extensive contributions to code-based and lattice cryptography education.,https://ui-avatars.com/api/?name=Johannes+Buchmann&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cryptoplexity.de/,https://www.linkedin.com/in/johannes-buchmann-6b9a18221/,IETF RFC 8391;NIST SP 800-208;FIPS 205,https://csrc.nist.gov/pubs/sp/800/208/final; https://csrc.nist.gov/pubs/fips/205/final,nist-csrc,yes,IETF;NIST,Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs. | source verified 2026-07-09 re-audit (wave2 leaders.md remediation),active,,,,2026-07-09,,,,
Dr. Rainer Steinwandt,United States,"Dean, College of Science; Professor of Mathematical Sciences",University of Alabama in Huntsville,Academic,Standards,Focuses on quantum-safe protocols and implementations; research on PQC in constrained environments; contributor to IoT security standards.,https://ui-avatars.com/api/?name=Rainer+Steinwandt&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.uah.edu/science/faculty-staff/dr-rainer-steinwandt,https://www.linkedin.com/in/rainer-steinwandt-02849412/,draft-ietf-pquip-pqc-engineers-14;NIST IR 8413,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8413-upd1.pdf,nist-news,partial,IETF;NIST,"FIELD CORRECTION (2026-07-17): Organization/Role/WebsiteUrl updated -- he left Florida Atlantic University (where he was Professor, Chair of Mathematical Sciences, and Director of the Center for Cryptology and Information Security) in Jan 2021 to become Dean, College of Science at the University of Alabama in Huntsville. The FAU-era Center for Cryptology affiliation cross-checks genuinely against the Edoardo Persichetti row (current Director there) for that earlier period. | Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs.",active,,,,2026-07-17,,,,
Dr. Nikita Borisov,United States,Professor,University of Illinois,Academic,Standards,"Professor of Electrical & Computer Engineering at the University of Illinois Urbana-Champaign; research focus is privacy, anonymity systems, network security, and applied cryptography -- notably WEP cryptanalysis (with Goldberg and Wagner) and co-designer of Off-the-Record (OTR) Messaging.",https://ui-avatars.com/api/?name=Nikita+Borisov&background=0b0d17&color=60a5fa&size=128&bold=true,https://ece.illinois.edu/,https://www.linkedin.com/in/nikitaborisov/,draft-ietf-tls-hybrid-design-16;IETF RFC 9180,https://datatracker.ietf.org/doc/draft-ietf-tls-hybrid-design/; https://www.rfc-editor.org/rfc/rfc9180,ietf,partial,IETF,"FIELD CORRECTION (2026-07-17): Contribution rewritten -- no source (his ECE profile, Wikipedia, Google Scholar) shows any post-quantum cryptography research or 'hybrid encryption schemes' work; those terms don't appear anywhere in his real body of work. The 'secure messaging systems' claim is legitimate (he co-designed OTR), but the PQC-specific framing appears to have been grafted onto a real classical-cryptography/privacy researcher with no PQC connection found. Role/Organization (Professor, UIUC ECE) remain accurate. | Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs.",active,,,,2026-07-17,,,,
Jaime Gomez Garcia,Spain,Global Head of Quantum Threat Program,Banco Santander,Private,Industry Adopter,Pioneer in financial-sector PQC adoption; leads Santander's quantum-safe cryptography strategy; active in ETSI QSC working group and IBM Quantum Network; promotes quantum risk awareness across global banking.,https://ui-avatars.com/api/?name=Jaime+Gomez+Garcia&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.santander.com/,https://www.linkedin.com/in/jaime-gomez-garcia/,Europol-FS-ISAC-PQC-Financial-2026;BIS-Paper-158,https://www.europol.europa.eu/publications-events/publications/prioritising-post-quantum-cryptography-migration-activities-in-financial-services; https://www.bis.org/publ/bppdf/bispap158.htm,,partial,,Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs. | source verified 2026-07-09 re-audit (wave2 leaders.md remediation),active,,,,2026-07-09,,,,
Bill Newhouse,United States,Cybersecurity Engineer,NIST NCCoE,Public,Government,"Cybersecurity Engineer and Project Lead for the NIST NCCoE Migration to Post-Quantum Cryptography project, which produces the SP 1800-38 practice guide series; drives federal agency quantum-safe readiness.",https://ui-avatars.com/api/?name=Bill+Newhouse&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.nccoe.nist.gov/,https://www.linkedin.com/in/cybernewhouse/,FIPS 203;FIPS 204;FIPS 205;NIST NCCoE SP 1800-38A;NIST NCCoE SP 1800-38B,https://csrc.nist.gov/pubs/fips/203/final; https://csrc.nist.gov/pubs/fips/204/final; https://csrc.nist.gov/pubs/fips/205/final,nist-csrc,partial,NIST NCCoE,"FIELD CORRECTION (2026-07-17): Contribution's NIST IR 8547 co-authorship claim removed -- checked the report's title page directly, its 5 authors are Dustin Moody, Ray Perlner, Andrew Regenscheid, Angela Robinson, and David Cooper; Newhouse is not among them. His real, confirmed role (SP 1800-38 project lead) remains accurate and is the sole contribution claim now. | Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs.",active,,,,2026-07-17,,,,
Blair Canavan,Canada,Director of Alliances – PKI and PQC Portfolio,Thales,Private,Industry Vendor,"Leads Thales PQC Partner Ecosystem and Quantum-Safe 360 Alliance (with IBM Consulting, Keyfactor, Quantinuum) to accelerate enterprise quantum-safe migrations; 30+ years of cybersecurity expertise driving crypto-agility readiness.",https://ui-avatars.com/api/?name=Blair+Canavan&background=0b0d17&color=a78bfa&size=128&bold=true,https://cpl.thalesgroup.com/,https://www.linkedin.com/in/blair-canavan-5b708a2/,HSBC-InfoSecGlobal-Thales-CryptographicInventory-2025;Samsung-Thales-ML-KEM-eSE-2026,https://cpl.thalesgroup.com/blog/encryption/quantum-readiness-collaborative-path-infosec-global-thales; https://semiconductor.samsung.com/news-events/tech-blog/s3sse2a-hardware-pqc-locks-in-security-for-the-quantum-era/,thales-research,partial,,"Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs. | First verification 2026-07-17: Thales Director, Alliances - PQC Portfolio role and Quantum-Safe 360 Alliance leadership involvement reconfirmed. | Authorship cross-check verification (2026-07-30): flagged by the new leaders/library authorship cross-check because the cited library row's authors_or_organization field lists only the three sponsoring companies, not individuals -- confirmed directly named and quoted in the actual report text (cpl.thalesgroup.com), so the citation is correct; the library catalog's author field is simply under-specified.",active,,,,2026-07-30,,,,
Fabiana Da Pieve,Italy,Programme and Policy Officer,European Commission (DG CNECT),Public,Government,Designs EU-wide PQC deployment policy at DG CNECT; co-leads the NIS cooperation group PQC workstream coordinating member-state quantum-safe transitions; bridges quantum physics research with cryptographic security policy including EuroQCI.,https://ui-avatars.com/api/?name=Fabiana+Da+Pieve&background=0b0d17&color=22d3ee&size=128&bold=true,https://digital-strategy.ec.europa.eu/,https://www.linkedin.com/in/fabiana-da-pieve-585b132a/,EU PQC Recommendation;EU-NIS-CG-Roadmap-v1.1;EUDI-Wallet-ARF,https://digital-strategy.ec.europa.eu/en/news/eu-reinforces-its-cybersecurity-post-quantum-cryptography; https://digital-strategy.ec.europa.eu/en/library/coordinated-implementation-roadmap-transition-post-quantum-cryptography; https://digital-strategy.ec.europa.eu/en/policies/eudi-wallet-implementation,ec,no,European Commission (DG CNECT),Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs. | First verification 2026-07-17: European Commission DG CNECT Programme and Policy Officer role and NIS Cooperation Group PQC workstream involvement reconfirmed via her own conference bios.,active,,,,2026-07-17,,,,
Prof Bill Buchanan OBE,United Kingdom,Professor of Applied Cryptography,Edinburgh Napier University,Academic,Standards,Creator of asecuritysite.com with books and hundreds of research papers on PQC; OBE for services to cybersecurity (2017); FRSE; Top 2% of scientists globally (Stanford 2025); Times Higher Education 'Most Innovative Teacher' 2023; vocal advocate for FIPS 203/204/205 adoption.,https://ui-avatars.com/api/?name=Bill+Buchanan&background=0b0d17&color=60a5fa&size=128&bold=true,https://asecuritysite.com/,https://www.linkedin.com/in/billatnapier/,FIPS 203;FIPS 204;FIPS 205,https://csrc.nist.gov/pubs/fips/203/final; https://csrc.nist.gov/pubs/fips/204/final; https://csrc.nist.gov/pubs/fips/205/final,nist-csrc,yes,NIST,Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs. | source verified 2026-07-09 re-audit (wave2 leaders.md remediation),active,,,,2026-07-09,,,,
Éric Brier,France,CTO Network & Infrastructure Solutions,Thales Group,Private,Algorithm Inventor,"CTO at Thales; leads the team associated with Thales's contribution to FALCON, though he personally joined Thales in July 2020, after FALCON's design and Nov 2017 NIST submission -- he is not on FALCON's official author list (Fouque, Hoffstein, Kirchner, Lyubashevsky, Pornin, Prest, Ricosset, Seiler, Whyte, Zhang); his role is managerial/leadership, not algorithm co-design. FIPS 206 (FN-DSA/FALCON) remains in draft as of mid-2026, not a finalized NIST standard. Research background in fault attacks and cryptographic implementations.",https://ui-avatars.com/api/?name=Eric+Brier&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.thalesgroup.com/,https://www.linkedin.com/in/ericbrier/,FIPS 206,https://csrc.nist.gov/projects/pqc-dig-sig,nist-csrc,yes,NIST,"FIELD CORRECTION (2026-07-17): three issues fixed -- (1) 'co-author of FALCON' was an overstated credit; he leads Thales's team associated with the algorithm but joined the company after FALCON's design was already submitted to NIST, and does not appear on its official author list; (2) FIPS 206 status corrected to draft, not finalized; (3) Role updated -- per his own LinkedIn announcement he moved from CTO Cyber Defence Solutions to CTO Network & Infrastructure Solutions in January 2025. | Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs.",active,,,,2026-07-17,,,,
Damien Stehlé,France,Visiting Professor; CryptoLab Chief Scientist,Télécom Paris;CryptoLab;ENS de Lyon (former),Academic,Algorithm Inventor,"Co-designed ML-KEM (CRYSTALS-Kyber) and ML-DSA (CRYSTALS-Dilithium), two of three NIST PQC standards published in 2024. Founded CryptoLab's Lyon research center. ERC grant recipient for lattice-based cryptography research (LattAC project).",https://ui-avatars.com/api/?name=Damien+Stehle&background=0b0d17&color=10b981&size=128&bold=true,https://perso.ens-lyon.fr/damien.stehle/,https://www.linkedin.com/in/damien-stehl%C3%A9-0576351/,FIPS 203;FIPS 204,https://csrc.nist.gov/pubs/fips/203/final; https://csrc.nist.gov/pubs/fips/204/final,nist-csrc,yes,NIST,"FIELD CORRECTION (2026-07-17): Role/Organization updated -- he was professor at ENS de Lyon 2012-2023 but per Télécom Paris's current bio is now Visiting Professor there; his real CryptoLab title is Chief Scientist, not 'Research Director.' ML-KEM/ML-DSA co-design, the LattAC ERC grant, and CryptoLab's Lyon center founding (2023) all remain accurate. Also flagging: the claimed LinkedIn URL could not be matched -- a different vanity URL (damien-stehle-1128a7242) surfaced in search instead; worth a human check. | Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs.",active,,,,2026-07-17,,,,
Pierre-Alain Fouque,France,Professor,Université de Rennes; IRISA/Inria,Academic,Algorithm Inventor,"Co-designer of FALCON (FN-DSA); NIST selected the algorithm for standardization in 2022, but FIPS 206 itself remains in draft as of mid-2026 (submitted for approval Aug 2025, final publication expected late 2026/2027). Leads the CAPSULE team at IRISA/Inria focused on embedded security and cryptography. Coordinates the PQ-TLS project developing post-quantum HTTPS protocols.",https://ui-avatars.com/api/?name=Pierre-Alain+Fouque&background=0b0d17&color=10b981&size=128&bold=true,https://www.di.ens.fr/~fouque/,https://www.linkedin.com/in/pierre-alain-fouque-42b3841/,FIPS 206,https://csrc.nist.gov/projects/pqc-dig-sig,nist-csrc,yes,NIST,"FIELD CORRECTION (2026-07-17): Contribution corrected -- FIPS 206 (FN-DSA/FALCON) is still a draft standard, not finalized, as of mid-2026; the row's present-tense 'NIST's lattice-based signature standard' framing was premature. His genuine FALCON co-design credit, CAPSULE team leadership, and PQ-TLS coordination all independently reconfirmed. | Proposed 2026-05-06: KeyResourceUrl renamed to KeyResourceRefs (contains doc labels); KeyResourceUrls column added with resolved canonical URLs.",active,,,,2026-07-17,,,,
