id,label,description,industries,countries,requires_pqc,deadline,notes,enforcement_body,library_refs,timeline_refs,body_type,website,local_file,trusted_source_id,peer_reviewed,vetting_body,website_url_quality,confidence_score,cswp39_tags,naics_codes,status,deprecated_at,deprecated_reason,related_standards,last_verified
eu-cyber-resilience-act-2022,EU Cyber Resilience Act,"Regulation (EU) 2024/1062 on horizontal cybersecurity requirements for products with digital elements, mandating security-by-design and lifecycle management.",Finance & Banking; Healthcare; Government & Defense; Telecommunications; Energy & Utilities; Technology; Education; Automotive; Aerospace; Retail & E-Commerce; Chemical; Critical Manufacturing; Food & Agriculture; Transportation Systems,EU,unknown,2027,"The provided text is raw PDF binary data and does not contain readable regulatory text. The document URL corresponds to the Cyber Resilience Act. While the Act mandates high-level security, it does not explicitly mandate Post-Quantum Cryptography in the provided snippet or general text, making PQC requirement status unknown based strictly on the source.",European Commission,,,compliance_framework,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022L2555,,,no,,url_authoritative,10,cswp39:governance;cswp39:lifecycle,,deprecated,2026-05-18,duplicate: EU-CRA is the canonical EU Cyber Resilience Act record,,
fca-operational-resilience-uk,FCA Operational Resilience Requirements,"Mandates that in-scope financial firms identify important business services, set impact tolerances, and ensure they can operate within those tolerances during disruptions.",Finance & Banking,GB,no,2025,"The document focuses on general operational resilience, mapping, and testing. It does not explicitly mandate post-quantum cryptography (PQC) adoption, though it requires firms to manage vulnerabilities.",Financial Conduct Authority,,,compliance_framework,https://www.fca.org.uk/firms/operational-resilience,compliance/fca-operational-resilience-uk.html,fca,no,,url_authoritative,100,,,deprecated,2026-07-16,"Own extracted text confirms: ""does not explicitly mandate post-quantum cryptography adoption"" — not PQC-related despite valid evidence.",,
cert-in-directions-70b-2022,CERT-In Directions on Cyber Incident Reporting and Security Practices,"Mandatory directions issued by CERT-In under Section 70B of the IT Act 2000 requiring entities to synchronize clocks, report cyber incidents within 6 hours, maintain logs for 180 days, and register specific data for cloud/VPN providers.",Government & Defense;Technology;Finance & Banking;Telecommunications,IN,no,2022-04-28,"The document mandates general cybersecurity hygiene (NTP sync, incident reporting, log retention) but does not explicitly mandate Post-Quantum Cryptography (PQC) algorithms. It references 'public keys' in the context of virtual asset transaction records but does not specify algorithmic standards or quantum resistance.",Indian Computer Emergency Response Team (CERT-In),,India:CERT-In,compliance_framework,https://www.cert-in.org.in/PDF/CERT-In_Directions_70B_28.04.2022.pdf,compliance/cert-in-directions-70b-2022.pdf,cert-in,no,,url_authoritative,100,cswp39:governance;cswp39:observability,,active,,,"Information Technology Act, 2000; Information Technology (The Indian Computer Emergency Response Team and Manner of performing functions and duties) Rules, 2013",
jisec-japan-it-security-evaluation,JISEC,Japan Information Technology Security Evaluation and Certification Scheme (JISEC) is a scheme under which third-party evaluation facilities evaluate whether IT product security is effective and reliably implemented in accordance with ISO/IEC 15408.,Technology,JP,no,,The document describes the JISEC scheme and its alignment with ISO/IEC 15408 (Common Criteria). It does not explicitly mandate Post-Quantum Cryptography (PQC) in the provided text.,"Information-technology Promotion Agency, Japan (IPA)",,,compliance_framework,https://www.ipa.go.jp/security/jisec/jisec_e/index.html,,,no,,url_authoritative,95,cswp39:assurance,,deprecated,2026-05-18,"stub: no description, no URL, no PQC content extractable",ISO/IEC 15408,
mas-technology-risk-management-guidelines,MAS Guidelines on Risk Management Practices – Technology Risk,Risk management principles and best practice standards to guide financial institutions in managing technology risk.,Finance & Banking,SG,no,,The provided text contains navigation menus and metadata but does not contain specific technical requirements for post-quantum cryptography. It defines the scope as technology risk management for various financial entities.,Monetary Authority of Singapore,,,compliance_framework,https://www.mas.gov.sg/regulation/guidelines/technology-risk-management-guidelines,compliance/mas-technology-risk-management-guidelines.html,mas-singapore,no,,url_authoritative,95,,,deprecated,2026-07-16,"Own extracted text confirms: ""does not contain specific technical requirements for post-quantum cryptography"" — not PQC-related despite valid evidence.",,
occ-bulletin-2024-23-pqc,OCC Bulletin 2024-23: Cybersecurity Risk Management Related to Post-Quantum Cryptography,"The OCC issues guidance requiring banking organizations to assess and manage cybersecurity risks associated with the transition to post-quantum cryptography (PQC), including inventorying cryptographic assets and planning for migration.",Finance & Banking,US,yes,ongoing,"The document provides supervisory guidance rather than a specific statutory deadline, urging institutions to begin risk assessments and migration planning immediately to address the 'harvest now, decrypt later' threat.",Office of the Comptroller of the Currency (OCC),,,compliance_framework,https://www.occ.gov/news-issuances/bulletins/2024/bulletin-2024-23.html,,occ,no,,url_authoritative,95,cswp39:governance;cswp39:inventory;cswp39:lifecycle,52,active,,,NIST PQC Standards,
rbi-cyber-security-framework-2016,RBI Cyber Security Framework in Banks,"A regulatory framework issued by the Reserve Bank of India mandating scheduled commercial banks to implement a robust cyber security policy, establish Security Operations Centres, and enhance resilience against cyber threats.",Finance & Banking,IN,no,2016,"The document mandates the implementation of a cyber security framework and the establishment of a Security Operations Centre (SOC) by September 30, 2016. It does not explicitly mention post-quantum cryptography (PQC) or quantum-resistant algorithms.",Reserve Bank of India,,India:RBI,compliance_framework,https://www.rbi.org.in/scripts/NotificationUser.aspx?Id=10435,compliance/rbi-cyber-security-framework-2016.html,rbi,no,,url_authoritative,100,cswp39:governance,,active,,,,
cyber-resilience-act-2024-2847,Cyber Resilience Act (CRA),"Regulation (EU) 2024/2847 establishes horizontal cybersecurity requirements for products with digital elements placed on the EU market, mandating risk management, vulnerability handling, and security updates throughout the product lifecycle.",Retail & E-Commerce;Technology;Automotive;Energy & Utilities;Telecommunications,EU,unknown,2027,The provided text is limited to PDF metadata and binary streams. It confirms the document is the Cyber Resilience Act but does not contain the legislative text to verify specific Post-Quantum Cryptography (PQC) mandates. PQC requirements are not explicitly stated in the available metadata.,European Commission; National Market Surveillance Authorities,,,compliance_framework,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32024R2847,,CELEX:32024R2847,no,,url_authoritative,95,cswp39:governance;cswp39:lifecycle,,deprecated,2026-05-18,duplicate: EU-CRA is the canonical EU Cyber Resilience Act record,,
nca-sa-404-error,NCA 404 Error Page,"The provided text is an error page indicating the requested content was not found, containing only generic site navigation and footer information.",Government & Defense,SA,unknown,,"The document text is a 'Page Not Found' error from the National Cybersecurity Authority website. It contains no regulatory mandates, only standard website footer links and a registration number.",National Cybersecurity Authority,,,compliance_framework,https://nca.gov.sa/en/regulations,,,no,,url_authoritative,0,,,deprecated,2026-05-18,scraper-404: source page returned 404; no regulatory content,,
fda-pqc-compliance-framework,FDA Post-Quantum Cryptography Compliance,"The document text provided consists of raw PDF binary data and compressed streams, containing no readable regulatory text, mandates, or PQC requirements.",Healthcare,US,unknown,,"The source text is unreadable binary data (PDF stream objects). No regulatory content could be extracted. The URL suggests an FDA document, but the content does not support any specific PQC mandate extraction.",FDA,,,compliance_framework,https://www.fda.gov/media/119933/download,,,no,,url_authoritative,0,,,deprecated,2026-05-18,invalid-source: PDF binary unreadable by scraper; zero confidence,,
nerc-cip-005-7,NERC CIP-005-7,A NERC Reliability Standard mandating the management of electronic access to Bulk Electric System (BES) Cyber Systems by specifying controlled Electronic Security Perimeters to protect against compromise leading to misoperation or instability.,Energy & Utilities,US,no,See Implementation Plan for Project 2019-03,"Applies to Responsible Entities including Balancing Authorities, Generator Operators, Transmission Operators, and specific Distribution Providers. Exempts assets regulated by the Canadian Nuclear Safety Commission or the Nuclear Regulatory Commission under 10 C.F.R. Section 73.54.",North American Electric Reliability Corporation (NERC),,,compliance_framework,https://www.nerc.com/pa/Stand/Reliability%20Standards/CIP-005-7.pdf,,,no,,url_authoritative,100,,,deprecated,2026-06-08,Overlaps NERC-CIP parent entry; specific sub-standard not separately tracked,CIP-002,
popia-south-africa,Protection of Personal Information Act (POPIA),"South African legislation regulating the processing of personal information, establishing conditions for lawful processing, data subject rights, and security safeguards.",Government & Defense; Finance & Banking; Healthcare; Telecommunications; Technology; Retail & E-Commerce,ZA,no,,The document mandates security safeguards for personal information but does not explicitly require post-quantum cryptography. It focuses on general integrity and confidentiality measures.,Information Regulator,,,compliance_framework,https://popia.co.za/,,,no,,url_authoritative,100,,,deprecated,2026-06-08,Duplicate of ZA-POPIA (canonical POPIA entry),"
",
gsma-pq-01,GSMA PQ.01: Post-Quantum Telco Network Impact Assessment,"Foundational GSMA whitepaper analysing quantum-computing dependencies and timelines for a responsible industry transition to quantum-safe technology in telecoms. Covers PQC technology and standards, business processes, security architecture, policy and regulation across mobile network domains.",Telecommunications,PQC-REGION-GLOBAL,no,v1.0 (2023),"Foundational impact-assessment document underpinning PQ.02 (risk management) and PQ.03 (guidelines). Published by the GSMA Post Quantum Telco Network Task Force. Covers 2G/3G/4G/5G domains, identifies high-risk cryptographic protocol areas, and provides a phased timeline recommendation for migration.",GSMA,GSMA-PQ01,International:GSMA,technical_standard,https://www.gsma.com/solutions-and-impact/technologies/security/gsma_resources/post-quantum-telco-network-impact-assessment-whitepaper-pq-01/,compliance/gsma-pq-01.html,gsma,yes,GSMA,url_authoritative,90,cswp39:governance;cswp39:lifecycle,51,active,,,GSMA PQ.02;GSMA PQ.03,
gsma-pq-02,GSMA PQ.02: Guidelines for Quantum Risk Management for Telco,"GSMA guidelines for adapting common risk assessment frameworks to perform Quantum Cryptanalytic Risk Assessments (QCRA) for telecom operators. Covers the NIST Risk Management Framework, ISO/IEC 27000 adaptation, Crypto Agility Risk Assessment Framework (CARAF), and telco-specific use cases.",Telecommunications,PQC-REGION-GLOBAL,no,v1.0 (2023),Practical risk management guidance for MNOs performing quantum readiness assessments. Provides a methodology for QCRA and the Crypto Agility Risk Assessment Framework (CARAF). Bridges PQ.01 impact assessment and PQ.03 operational guidelines. Published Sep 2023.,GSMA,GSMA-PQ02,International:GSMA,technical_standard,https://www.gsma.com/solutions-and-impact/technologies/security/gsma_resources/guidelines-for-quantum-risk-management-for-telco-pq-02/,compliance/gsma-pq-02.html,gsma,yes,GSMA,url_authoritative,90,cswp39:assurance,51,active,,,GSMA PQ.01;GSMA PQ.03,
gsma-pq-03,GSMA PQ.03 v2.0: Post Quantum Cryptography Guidelines for Telecom Use Cases,"Primary GSMA operational guidance document for quantum-safe migration in telecom networks. Version 2.0 (Oct 2024) focuses on migration planning, covering both common aspects and use-case-specific guidance for 5G AKA, TLS, IPSec/IKEv2, SIM/USIM provisioning, and network interconnect. Builds on PQ.01 impact assessment and PQ.02 risk framework.",Telecommunications,PQC-REGION-GLOBAL,yes,Ongoing,"The most operationally relevant GSMA PQC document for MNOs. v1.0 published Feb 2024; v2.0 published Oct 2024. Covers standalone and hybrid PQC modes, NIST FIPS 203/204/205 algorithm selection, and phased migration roadmap. Liaised to IETF in Feb 2024. Companion government-initiatives tracker updated March 2025.",GSMA,GSMA-PQ03-v2-2024,International:GSMA,technical_standard,https://www.gsma.com/newsroom/gsma_resources/pq-03-post-quantum-cryptography-guidelines-for-telecom-use-cases/,compliance/gsma-pq-03.html,gsma,yes,GSMA,url_authoritative,95,cswp39:governance;cswp39:lifecycle,51,active,,,GSMA PQ.01;GSMA PQ.02;ETSI-TS103744;3GPP-PQC,
3gpp-rel19-pqc-study,3GPP Release 19 SA3: Quantum-Safe Protocol Inventory,"SA3 study completed in 3GPP Release 19 (frozen Dec 2025) inventorying all existing 5G/4G security protocols that are relevant for a future quantum-safe cryptography transition. Identifies cryptographic dependencies across AKA, TLS, IPSec, and inter-network protocols and maps migration priority.",Telecommunications,PQC-REGION-GLOBAL,no,2025-12,Release 19 froze December 2025. The SA3 security working group completed a protocol-inventory study item as the prerequisite for the normative PQC work item approved for Release 20. This study establishes the scope and sequencing for quantum-safe algorithm integration into 3GPP specifications.,3GPP SA3,3GPP-PQC-Study-2025,Global:3GPP SA3,technical_standard,https://www.3gpp.org/specifications-technologies/releases/release-19,compliance/3gpp-rel19-pqc-study.html,etsi-cyber,yes,3GPP SA3,url_authoritative,85,cswp39:inventory;cswp39:lifecycle,51,active,,,3GPP-PQC;3gpp-rel20-pqc,
3gpp-rel20-pqc,3GPP Release 20 SA3: PQC Transition Work Item (Normative),"Approved normative work item in 3GPP Release 20 to specify post-quantum cryptographic algorithm integration across 5G/6G security protocols. Follows the Release 19 inventory study. Will update TS 33.501 (5G security architecture) and related specs to support ML-KEM, ML-DSA, and hybrid modes in AKA, TLS, and IKEv2.",Telecommunications,PQC-REGION-GLOBAL,yes,"Approved work item, in progress (Rel-20, ~2027 freeze)","Release 20 work item approved following R19 protocol inventory. This is the normative (mandatory specification) track — once published, 5G implementations must support the specified quantum-safe algorithms. Coordinates with IETF, ETSI QSC, and GSMA PQ.03. Timeline: R20 freeze expected 2027–2028.",3GPP SA3,,Global:3GPP SA3,technical_standard,https://www.3gpp.org/specifications-technologies/releases/release-20,compliance/3gpp-rel20-pqc.html,etsi-cyber,yes,3GPP SA3,url_authoritative,85,cswp39:governance;cswp39:lifecycle,51,active,,,3GPP-PQC;3gpp-rel19-pqc-study;GSMA-NG116;ETSI-TS103744,
FIPS-203,FIPS 203 (ML-KEM),NIST standard for the Module-Lattice-Based Key-Encapsulation Mechanism (ML-KEM); the primary quantum-safe key-establishment algorithm,92;54;51;52,US;PQC-REGION-GLOBAL,yes,Final (published August 2024),"FIPS 203 specifies ML-KEM (derived from CRYSTALS-Kyber). Foundational PQC standard referenced by CNSA 2.0, TLS, SSH, IKEv2 and the GSMA/3GPP/ETSI telecom profiles.",NIST,FIPS 203,United States:NIST,technical_standard,https://csrc.nist.gov/pubs/fips/203/final,compliance/FIPS-203.html,nist-csrc,yes,NIST,url_authoritative,95,cswp39:governance,92;54;51;52,active,,,FIPS-204; FIPS-205; NIST SP 800-227,
FIPS-204,FIPS 204 (ML-DSA),NIST standard for the Module-Lattice-Based Digital Signature Algorithm (ML-DSA); the primary quantum-safe digital signature,92;54;51;52,US;PQC-REGION-GLOBAL,yes,Final (published August 2024),"FIPS 204 specifies ML-DSA (derived from CRYSTALS-Dilithium). Basis for PQC certificates, code signing and the CNSA 2.0 signature requirements.",NIST,FIPS 204,United States:NIST,technical_standard,https://csrc.nist.gov/pubs/fips/204/final,compliance/FIPS-204.html,nist-csrc,yes,NIST,url_authoritative,95,cswp39:governance,92;54;51;52,active,,,FIPS-205; FIPS-203,
FIPS-205,FIPS 205 (SLH-DSA),NIST standard for the Stateless Hash-Based Digital Signature Algorithm (SLH-DSA); the conservative quantum-safe signature for firmware/code signing,92;54;51;52,US;PQC-REGION-GLOBAL,yes,Final (published August 2024),FIPS 205 specifies SLH-DSA (derived from SPHINCS+). Hash-based signature with conservative security assumptions; named alongside ML-DSA in CNSA 2.0 for firmware/code signing.,NIST,FIPS 205,United States:NIST,technical_standard,https://csrc.nist.gov/pubs/fips/205/final,compliance/FIPS-205.html,nist-csrc,yes,NIST,url_authoritative,95,cswp39:governance,92;54;51;52,active,,,FIPS-203; FIPS-204; NIST-SP-800-230-ipd,
OMB-M-23-02,OMB M-23-02,US OMB memo 'Migrating to Post-Quantum Cryptography' — mandates federal cryptographic inventories and PQC migration planning,92,US,yes,2035 (annual prioritized inventories through migration),"OMB M-23-02 (Nov 2022) directs federal agencies to designate a migration lead, run annual cryptographic inventories of high-impact/HVA systems, and submit prioritized PQC migration plans through 2035. Operationalizes NSM-10.",OMB,OMB-M-23-02,United States:OMB,compliance_framework,https://www.whitehouse.gov/wp-content/uploads/2022/11/M-23-02-M-Memo-on-Migrating-to-Post-Quantum-Cryptography.pdf,compliance/OMB-M-23-02.pdf,omb,yes,OMB,url_authoritative,90,cswp39:governance;cswp39:inventory;cswp39:lifecycle,92,active,,,NSM-10; EO-14028; FIPS 199; NIST-SP-800-56A; NIST-SP-800-56B; NIST-SP-800-56C-R2,
NSM-10,NSM-10,US National Security Memorandum 10 — directs the transition to quantum-resistant cryptography while mitigating risks to vulnerable cryptographic systems,92,US,yes,2035 (national migration goal),NSM-10 (May 2022) is the foundational US PQC policy directive; basis for OMB M-23-02 and the NIST NCCoE migration project. Sets the whole-of-government quantum-resistant transition goal.,White House/NSC,NSM-10,United States:NSA,compliance_framework,https://bidenwhitehouse.archives.gov/briefing-room/statements-releases/2022/05/04/national-security-memorandum-on-promoting-united-states-leadership-in-quantum-computing-while-mitigating-risks-to-vulnerable-cryptographic-systems/,compliance/NSM-10.html,us-white-house,yes,White House/NSC,url_authoritative,90,cswp39:governance;cswp39:inventory;cswp39:lifecycle,92,active,,,NSM-8,
EO-14412,EO 14412,"Executive Order 14412, ""Securing the Nation Against Advanced Cryptographic Attacks"" — the operative US executive order mandating civilian-agency PQC migration",92,US,yes,2030 (key establishment); 2031 (digital signatures),"Executive Order 14412 (signed June 22 2026; Federal Register Vol. 91, No. 121, pp. 38483-38486, FR doc 2026-12909, published June 25 2026). Agencies name a PQC migration lead within 30 days of signing; OMB issues cryptographic-inventory and migration-plan guidance within 90 days. High Value Assets and high-impact federal systems, plus covered contractors, transition to PQC key establishment (FIPS 203 / ML-KEM) by December 31 2030 and to PQC digital signatures (FIPS 204 / ML-DSA) by December 31 2031. Excludes National Security Systems, which remain under CNSA 2.0 / NSA oversight with separate annual reporting through 2027.",OMB,,United States:Federal Agencies,compliance_framework,https://www.whitehouse.gov/presidential-actions/2026/06/securing-the-nation-against-advanced-cryptographic-attacks/,compliance/EO-14412.html,us-white-house,yes,OMB,url_authoritative,90,cswp39:governance;cswp39:inventory;cswp39:lifecycle,92,active,,,FIPS-140-3; FIPS-203; FIPS 186-5; FIPS 199,
US-QCCPA,Quantum Computing Cybersecurity Preparedness Act,US Public Law 117-260 — requires federal agencies to inventory and migrate IT systems to post-quantum cryptography,92,US,yes,In force (enacted December 2022),"Public Law 117-260 (H.R.7535) codifies the federal PQC inventory and migration duties in statute, anchoring NSM-10 and OMB M-23-02 in binding law.",OMB/Congress,,United States:OMB,compliance_framework,https://www.congress.gov/bill/117th-congress/house-bill/7535/text,compliance/US-QCCPA.html,us-congress,yes,US Congress,url_authoritative,90,cswp39:governance;cswp39:inventory;cswp39:lifecycle,92,active,,,,
IETF-TLS-MLKEM,IETF Hybrid ML-KEM for TLS 1.3,IETF specification for hybrid post-quantum key exchange in TLS 1.3 (X25519MLKEM768 / draft-ietf-tls-ecdhe-mlkem); deployed across major browsers and CDNs,54;51;52,PQC-REGION-GLOBAL,yes,IETF draft (widely deployed 2024-2025),"Defines how ML-KEM (FIPS 203) rides on TLS 1.3 as a hybrid with X25519. Already enabled by Chrome, Firefox and Cloudflare; the de-facto quantum-safe TLS baseline.",IETF,,International:IETF,technical_standard,https://datatracker.ietf.org/doc/draft-ietf-tls-ecdhe-mlkem/,compliance/IETF-TLS-MLKEM.html,ietf,yes,IETF,url_authoritative,90,cswp39:governance,54;51;52,active,,,FIPS-203; FIPS 186-5; NIST SP 800-227; NIST-SP-800-56A; NIST-SP-800-56C-R2; RFC 7748; RFC 8446; RFC 5869; RFC 9794; RFC 9847; draft-ietf-tls-hybrid-design-16,
OMB-M-26-15,OMB M-26-15,"US OMB memorandum 'Execution of the Migration to Post-Quantum Cryptography' — implements EO 14412, sets a 5-phase agency migration schedule (2026-2035), and requires PQC Migration Plans within 120 days",92,US,yes,"2030 (key establishment, HVAs); 2031 (digital signatures, HVAs); 2035 (full migration)","OMB Memorandum M-26-15 (June 24 2026; OMB Director Russell T. Vought) implements Executive Order 14412 and fulfills OMB's Quantum Computing Cybersecurity Preparedness Act (QCCPA) responsibility. Agencies must submit PQC Migration Plans to OMB/ONCD within 120 days (October 22 2026) and align with NIST IR 8547. Establishes a 5-phase schedule: Discovery (2026-27), Pilots (2027-28), Key-Establishment Migration (2028-30), Signature Migration (2031), Full Migration (by 2035). Does not apply to national security systems.",OMB,OMB-M-26-15;NSM-10;OMB-M-23-02,United States:OMB,compliance_framework,https://www.whitehouse.gov/wp-content/uploads/2026/06/M-26-15-Execution-of-the-Migration-to-Post-Quantum-Cryptography.pdf,compliance/OMB-M-26-15.pdf,omb,yes,OMB,url_authoritative,90,cswp39:governance;cswp39:inventory;cswp39:lifecycle;cswp39:observability,92,active,,,EO-14412; US-QCCPA; NSM-10; FIPS-203; FIPS-204; FIPS-205; FIPS 186-5; NIST-IR-8547; EO-14306; CISA-PQC-CATEGORY-LIST-2025; NIST CSWP 39; FIPS 206; FIPS-207-HQC; NIST-SP-800-56A; NIST-SP-800-56B; NIST-SP-800-56C-R2,
MICA-EU-MARKETS-IN-CRYPTO-ASSE,MiCA (EU Markets in Crypto-Assets Regulation),Found while drafting related_standards for AMF-FR (2026-07-17) -- Regulation (EU) 2023/1114,,,,,,,,,,https://eur-lex.europa.eu/eli/reg/2023/1114/oj/eng,compliance/MICA-EU-MARKETS-IN-CRYPTO-ASSE.html,,,,,,,,deprecated,2026-07-17,"Duplicate of existing row 'MICA' (same Regulation (EU) 2023/1114), which was already deprecated 2026-07-16: ""MiCA itself is not a cryptography standard"" -- PQC relevance is indirect/speculative (wallet/custody security), not a direct PQC framework. This stub was created before that existing row was found; not populated as a second active entry. See id=MICA for the canonical (also deprecated) record.",,
E-ITS-ESTONIAN-INFORMATION-SEC,E-ITS (Estonian Information Security Standard),"Found while drafting related_standards for EE-CSA (2026-07-17) -- RIA-published, ISO/IEC 27001-compatible national standard",92,EE,no,Transition from ISKE completed 2022-12-31 (no forward PQC deadline stated),"ISO/IEC 27001-compatible national baseline-protection standard (built on German BSI IT-Grundschutz), mandatory for public-sector bodies, voluntary for private use. No PQC/quantum content in the cached page.",RIA (Estonian Information System Authority),,,technical_standard,https://www.ria.ee/en/cyber-security/management-state-information-security-measures,compliance/E-ITS-ESTONIAN-INFORMATION-SEC.html,,,,,,,92,active,,,,
CRI-PROFILE-CYBER-RISK-INSTITU,CRI Profile (Cyber Risk Institute),"Found while drafting related_standards for DFS-NYCRR-500 (2026-07-17) -- financial-sector cybersecurity risk framework, aligned to NIST CSF v2",52,,no,Not stated in source,"LOW CONFIDENCE: cached evidence is CRI's marketing/registration-gate page for the Profile framework, not the framework document itself (which sits behind a download gate). No PQC/cryptographic control content visible on the cached page. Recommend re-fetching the actual Profile PDF before treating this row as fully verified.",Cyber Risk Institute (CRI),,,compliance_framework,https://cyberriskinstitute.org/the-profile/,compliance/CRI-PROFILE-CYBER-RISK-INSTITU.html,,,,,,,52,active,,,,
CYBERSAKERHETSLAG-SWEDEN-CYBER,"Cybersakerhetslag (Sweden Cybersecurity Act, SFS 2025:1506)","Found while drafting related_standards for MSB-SE-CYB (2026-07-17) -- implements EU NIS2 in Sweden, in force 2026-01-15",54;52;62;22;51;48,SE,expected,In force 2026-01-15,"Sweden's NIS2 transposition (SFS 2025:1506). Sector scope is defined by cross-reference to NIS2 Annexes I/II rather than enumerated in-text -- industries/naics here mirror the catalog's existing 'NIS2' row for consistency, not a direct statement in this Swedish text. 2 kap. 3 SS requires 'strategies and procedures for the use of cryptography', a general hygiene obligation with no PQC/quantum-specific language. enforcement_body left blank -- the statute delegates naming the supervisory authority to a future government decision, not stated in-text (likely MSB by analogy to the sibling MSB-SE-CYB row, but not confirmed here).",Not stated in source (statute delegates naming the supervisory authority to a future government decision),,,compliance_framework,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/svensk-forfattningssamling/cybersakerhetslag-20251506_sfs-2025-1506/,compliance/CYBERSAKERHETSLAG-SWEDEN-CYBER.html,,,,,,,54;52;62;22;51;48,active,,,,
OMB-MEMORANDUM-M-19-03,OMB Memorandum M-19-03,"Found while drafting related_standards for OMB-M-23-02/EO-14412/OMB-M-26-15 (2026-07-17) -- cited by all 3 rows, never had its own catalog entry",92,US,no,Not stated in source,"High Value Asset (HVA) program governance memo, Dec 10 2018 -- predates and is silent on PQC; cited by later PQC-era memos (NSM-10, OMB M-23-02, OMB M-26-15) only for its HVA methodology, not for any crypto-algorithm requirement of its own.",OMB / DHS,,,compliance_framework,https://www.whitehouse.gov/wp-content/uploads/2018/12/M-19-03.pdf,compliance/OMB-MEMORANDUM-M-19-03.pdf,,,,,,,92,active,,,,
NATIONAL-SECURITY-MEMORANDUM-2,National Security Memorandum 22 (NSM-22),"Found while drafting related_standards for EO-14412 (2026-07-17) -- Critical Infrastructure Security and Resilience, April 30 2024",Government & Defense; Critical Manufacturing; Communications; Energy & Utilities; Financial Services; Food & Agriculture; Healthcare; Transportation Systems; Information Technology; Water & Wastewater Systems; Chemical; Defense Industrial Base,US,expected,"Cascading from issuance (2024-04-30): 30-day, 180-day, and 1-year implementation milestones","NSM-22, all 16 official US critical-infrastructure sectors. No 'quantum'/'PQC'/'cryptograph' language found in the full ~78k-character document -- broad forward-looking cyber-resilience language only, no named crypto mandate. naics_codes left blank: the 16-sector CI taxonomy spans nearly the whole NAICS space with no clean 1:1 mapping stated in the document itself.","White House / NSC, operationalized via CISA as National Coordinator",,,compliance_framework,https://bidenwhitehouse.archives.gov/briefing-room/presidential-actions/2024/04/30/national-security-memorandum-on-critical-infrastructure-security-and-resilience/,compliance/NATIONAL-SECURITY-MEMORANDUM-2.html,,,,,,,,active,,,,
CZ-NUKIB-MIN-CRYPTO-REQS,NÚKIB Minimum Requirements for Cryptographic Algorithms,"NÚKIB (Czech National Cyber and Information Security Agency) approved/recommended cryptographic algorithm list, issued pursuant to Section 26(d) of Decree No. 82/2018 Coll. Liable entities under the Cyber Security Act (No. 181/2014 Coll.) are obliged to take these recommendations into account. Section 4 explicitly approves PQC algorithms: ML-KEM-1024 (standalone KEM, FIPS 203), ML-DSA-87 and SLH-DSA (standalone signatures, FIPS 204/205), plus hybrid classical+PQC combinations for both KEM and signatures. No explicit compliance deadline date is stated in this document (v4.0, valid 2025-02-01) — deadline left unset rather than guessed.",Critical Infrastructure; Government,Czech Republic,Yes,,,National Cyber and Information Security Agency (NÚKIB),CZ-NUKIB-Crypto-Requirements-2023,,Government Agency,https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,,nukib,,,,,,,active,,,FIPS 203;FIPS 204;FIPS 205,
IL-BOI-DIRECTIVE-364-QUANTUM,Bank of Israel — Banking System Preparedness for Quantum Computing Cyber Risks,"Bank of Israel circular (2025-01-07) to all banking corporations and licensed payment service providers, issued under Proper Conduct of Banking Business Directive 364 ('Management of IT Risks, Information Security, and Cyber Defense'). Mandatory language ('you are required to act, at a minimum, as follows'): raise board/management awareness of quantum risk (reviewed at least every 2 years), map all encrypted information assets (algorithm, key length, data sensitivity, retention duration re: harvest-now-decrypt-later), and build workforce/infrastructure readiness for a PQC/QKD transition. This is a preparedness-and-mapping mandate, not yet an algorithm-deployment mandate with a migration deadline.",Financial Services; Banking,Israel,Yes,2026-01-07,"Deadline is for submitting the required preparedness plan (1 year from letter date), not a PQC algorithm deployment deadline.",Bank of Israel — Banking Supervision Department,,,Central Bank / Financial Regulator,https://www.boi.org.il/media/sm4f1ssu/202501en.pdf,,boi-israel,,,,,,,active,,,,
US-CISA-PQC-PRODUCT-CATEGORIES,CISA Product Categories for Technologies That Use Post-Quantum Cryptography Standards,"CISA's response to Executive Order 14306 (2025-06-06), ""Sustaining Select Efforts to Strengthen the Nation's Cybersecurity..."": a regularly-updated list of hardware/software product categories (cloud services, web software, networking hardware, endpoint security) where PQC-capable products are widely available for key establishment and digital signatures. Developed with NSA. Guidance, not a hard mandate: ""organizations should acquire only PQC-capable products when planning acquisitions"" in the listed categories.",Federal Government; Critical Infrastructure,United States,Yes,2025-12-01,"EO 14306's own deadline for CISA/DHS to first release this list (met — page shows Publish Date January 23, 2026 for a later, regularly-updated revision), not a migration deadline imposed on regulated entities.",Cybersecurity and Infrastructure Security Agency (CISA),CISA-PQC-CATEGORY-LIST-2026,,Federal Agency,https://www.cisa.gov/resources-tools/resources/product-categories-technologies-use-post-quantum-cryptography-standards,,cisa-pqc-products,,,,,,,active,,,EO-14306;FIPS 203;FIPS 204;FIPS 205,
