industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,applicable_industries_normalized,status,deprecated_at,deprecated_reason,related_standards
Legal / Notary / eSignature,LEG-004,"Court electronic evidence repudiation risk: As quantum computing advances, defense attorneys may challenge the integrity of digitally signed electronic evidence, arguing signatures could have been forged. This introduces reasonable doubt for any evidence authenticated solely with quantum-vulnerable cryptography. Courts will need to establish new standards for digital evidence admissibility in the post-quantum era.",High,"RSA/ECDSA signatures on court filings, evidence chain of custody, forensic reports","PQC re-signing with archival timestamps, SLH-DSA for evidence integrity",NIST SP 800-86 Guide to Integrating Forensic Techniques,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-86.pdf,75,stateful-signatures|pki-workshop,nist-csrc,public/threats/LEG-004.pdf,yes,NIST,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (SP 800-86 forensics integration — canonical legacy PDF.).,85,,active,,,
Media / Entertainment / DRM,MEDIA-001,Content encryption master key HNDL risk: AACS (Advanced Access Content System) protects Blu-ray and UHD content using RSA key hierarchy. Studio content libraries worth billions have indefinite commercial value. Master encryption keys harvested today enable future mass decryption of entire studio catalogs once CRQCs arrive.,Critical,"AACS RSA key hierarchy, PlayReady, FairPlay DRM key management","AES-256 with ML-KEM key wrapping, quantum-safe DRM key distribution",AACS Licensing Administrator Specifications,https://aacsla.com/aacs-specifications/,80,kms-pqc|hsm-pqc|quantum-threats|data-asset-sensitivity,nist-csrc,public/threats/MEDIA-001.html,yes,NIST,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,85,,active,,,
Media / Entertainment / DRM,MEDIA-002,"Streaming platform DRM quantum vulnerability: Major streaming services (Netflix, Disney+, Amazon) use Widevine, PlayReady, and FairPlay DRM systems with RSA key hierarchies for content license distribution. Combined global streaming revenue exceeds $100B annually with content catalogs representing irreplaceable IP.",Critical,"RSA key exchange in Widevine/PlayReady/FairPlay, content encryption keys, license server PKI","ML-KEM key wrapping, quantum-safe license distribution, AES-256 content encryption",AACS / Content Protection Standards,https://aacsla.com/aacs-specifications/,75,kms-pqc|hsm-pqc|tls-basics,aacs,public/threats/MEDIA-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,,
Media / Entertainment / DRM,MEDIA-003,"Broadcast encryption quantum vulnerability: DVB (Digital Video Broadcasting) conditional access systems use RSA and ECDSA in the Entitlement Control Message (ECM) and Entitlement Management Message (EMM) key management layer and device certificate authentication — that is the quantum-vulnerable surface. DVB-CSA (Common Scrambling Algorithm) is the symmetric content scrambling layer and is not directly quantum-threatened in the same way as RSA. Broadcast content protection keys distributed via DVB-S2 have multi-year validity. Correction (audit 2026-05-18, verdict=misleading): Reframe: DVB conditional access uses RSA/ECDSA for the ECM/EMM key management layer and device authentication — that is the quantum-vulnerable surface. DVB-CSA is symmetric content scrambling and not directly quantum-threatened. Remove conflation of DVB-CSA with RSA/ECDSA vulnerability.",High,"DVB conditional access ECM/EMM RSA/ECDSA, broadcast entitlement management PKI, device certificate authentication","AES-128/256 CAS upgrade, ML-KEM for ECM distribution",DVB Project — Conditional Access System Standards,https://dvb.org/solutions/security/,65,kms-pqc|hsm-pqc|iot-ot-pqc,dvb-project,public/threats/MEDIA-003.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended.,50,,active,,,
Payment Card Industry,PCI-001,"Payment card EMV quantum exposure: EMVCo specifications define chip card authentication: SDA (Static Data Authentication), DDA (Dynamic Data Authentication), and CDA (Combined DDA/Application Cryptogram) use RSA per EMV Book 2. ECDSA P-256 appears in newer contactless EMV implementations (e.g., Visa's fEMV and certain contactless profiles). There are approximately 10+ billion EMV cards in circulation globally. EMV card replacement cycles of 2-5 years provide a natural migration window. Correction (audit 2026-05-18, verdict=misleading): EMV SDA/DDA/CDA (Book 2) use RSA. ECDSA P-256 is used in some newer contactless EMV implementations (Visa fEMV, certain contactless profiles), not in the SDA/DDA/CDA authentication types specifically.",Critical,"EMV RSA (SDA/DDA/CDA per Book 2), ECDSA P-256 (fEMV / newer contactless), payment terminal certificates, card authentication cryptograms","ML-DSA hybrid offline authentication, FN-DSA for constrained chip environments",EMVCo Book 2 Security and Key Management,https://www.emvco.com/specifications/,70,iot-ot-pqc|hybrid-crypto|emv-payment-pqc,emvco,public/threats/PCI-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended.,50,,active,,,
Payment Card Industry,PCI-002,"PCI DSS cryptographic migration requirements: PCI DSS 4.0 Requirement 12.3.3 (documented cipher suite inventory + weak cryptography remediation plan) became a firm requirement on April 1, 2025 (previously a best practice). PCI SSC has published PQC guidance but PCI DSS 4.0 does not mandate specific PQC algorithms. Requirement 4.2.1 mandates strong cryptography for cardholder data transmission. Correction (audit 2026-05-18, verdict=misleading): PCI DSS 4.0 Req 12.3.3: documented cipher suite inventory + weak cryptography remediation plan, effective April 1, 2025. Not 'March 2025' and not a general 'cryptographic inventory' — cipher-suite specific.",High,"TLS protecting payment data, RSA/ECDSA certificates, HSM key wrapping for card data","PQC-enabled payment HSMs, hybrid TLS 1.3, ML-KEM for key exchange",PCI Security Standards Council DSS 4.0.1,https://www.pcisecuritystandards.org/document_library/,70,compliance-strategy|tls-basics|kms-pqc|hsm-pqc|emv-payment-pqc,pci-ssc,public/threats/PCI-002.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. Salvage 2026-05-21: deep-link substituted (PCI DSS 4.0.1 standard PDF.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: PCI-SSC main document library (637 KB) — substantive listing of DSS 4.0.1 + supporting docs.,50,,active,,,
Payment Card Industry,PCI-003,PIN block encryption quantum vulnerability: PIN encryption at scale relies on 3DES DUKPT; the quantum attack surface is the RSA-based key injection ceremony at Key Injection Facilities (KIFs) used to load base derivation keys into terminals — quantum forgery of RSA key transport enables malicious key injection at scale. AES-256 DUKPT provides quantum-resistant symmetric alternative but terminal hardware replacement required at massive scale.,High,"3DES DUKPT base derivation keys, RSA key injection, PIN encryption","AES-256 DUKPT, ML-KEM key injection, quantum-safe PIN encryption",PCI PIN Security Requirements,https://www.pcisecuritystandards.org/document_library/,80,kms-pqc|hsm-pqc|hybrid-crypto|emv-payment-pqc,pci-ssc,public/threats/PCI-003.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,,
Rail / Transit,RAIL-001,"Railway signaling quantum vulnerability: ETCS (European Train Control System) Level 2 and CBTC (Communications Based Train Control) use PKI for train-to-ground key management. ETCS Baseline 3 euroradio message authentication (UNISIG Subset-037) uses symmetric AES-CMAC — sub-millisecond safety latency makes per-message ECDSA infeasible. RSA/ECDSA in ETCS appears in the key management infrastructure that distributes symmetric session keys to on-board units (KMC, KMAC). Correction (audit 2026-05-18, verdict=inaccurate): ETCS Baseline 3 euroradio (Subset-037): symmetric AES-CMAC for message authentication, not ECDSA. ECDSA/RSA is used in the ETCS key management infrastructure (distributing session keys to on-board units), not per euroradio message signing.",Critical,"ETCS Key Management Centre (KMC) RSA/ECDSA, KMAC certificates, AES-CMAC session keys (symmetric — distributed via quantum-vulnerable PKI), rail PKI, interlocking system certificates","ML-DSA for signaling authentication, PQC-enabled FRMCS, hybrid railway protocols",UNISIG Subset-037 / Subset-038 (ETCS Baseline 3),https://www.era.europa.eu/domains/infrastructure/european-rail-traffic-management-system-ertms_en,70,iot-ot-pqc|vpn-ssh-pqc|hybrid-crypto|network-security-pqc,era-rail,public/threats/RAIL-001.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended.,50,,active,,,
Rail / Transit,RAIL-002,"Transit ticketing and access control quantum exposure: ISO/IEC 14443 contactless smart cards and NFC-based ticketing systems used by transit authorities worldwide rely on cryptographic authentication. MIFARE DESFire and similar platforms use AES/3DES symmetric encryption (quantum-resistant) but PKI infrastructure for card issuance, key management systems, and back-office settlement use RSA/ECDSA.",High,"Ticketing PKI, key management RSA/ECDSA, back-office settlement TLS, mobile ticketing","ML-KEM for key management, ML-DSA for PKI, PQC-enabled mobile ticketing",ISO/IEC 14443 Contactless Card Standards,https://www.iso.org/standard/73598.html,75,pki-workshop|kms-pqc|hsm-pqc|iot-ot-pqc,iso-iec-sc27,public/threats/RAIL-002.html,yes,ISO,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,85,,active,,,ISO/IEC-14443;IEC-14443
Retail / E-Commerce,RETAIL-001,E-commerce payment flow quantum vulnerability: PCI DSS 4.0.1 requires strong cryptography for online payment processing but TLS protecting checkout flows uses RSA/ECDSA key exchange vulnerable to quantum attacks. E-commerce transaction volume exceeds $6 trillion globally with payment data in transit continuously exposed.,Critical,"TLS 1.2/1.3 RSA/ECDSA key exchange, payment tokenization, POS encryption","Hybrid TLS 1.3 with ML-KEM, PQC-enabled payment gateways, quantum-safe tokenization",PCI Security Standards Council,https://www.pcisecuritystandards.org/document_library/,80,tls-basics|hybrid-crypto|compliance-strategy|emv-payment-pqc|web-gateway-pqc,pci-ssc,public/threats/RETAIL-001.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources).,60,,active,,,
Retail / E-Commerce,RETAIL-002,"Customer data HNDL exposure: Retailers store customer PII, loyalty program data, payment history, and behavioral analytics for 5-10+ years for marketing and compliance. NIST Cybersecurity Framework identifies data protection as core function. Encrypted customer databases harvested today become readable with CRQCs.",High,"Database encryption (RSA/ECDSA key management), CRM system TLS, loyalty platform crypto","ML-KEM for database key management, AES-256-GCM, hybrid encryption for customer data",NIST Cybersecurity Framework,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.29.pdf,75,quantum-threats|kms-pqc|hsm-pqc|database-encryption-pqc|data-asset-sensitivity,nist-csrc,public/threats/RETAIL-002.pdf,yes,NIST,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (CSF 2.0 (CSWP 29) — canonical PDF instead of the framework landing page.).,85,,active,,,
