product_id,software_name,purl,purl_type,purl_namespace,purl_name,match_confidence,status,registry_url,last_verified_date,purl_coverage_flag,data_quality_notes
chromeos,ChromeOS,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'ChromeOS'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ciena-wavelogic-6-extreme,Ciena WaveLogic 6 Extreme,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Ciena WaveLogic 6 Extreme'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cilium-service-mesh-pqc,Cilium Service Mesh PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cilium Service Mesh PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
ciq-rocky-linux-cavp-pqc,CIQ Rocky Linux CAVP PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'CIQ Rocky Linux CAVP PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
circleci,CircleCI,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'CircleCI'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cisa-pqc-migration-framework,CISA PQC Migration Framework,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'CISA PQC Migration Framework'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cisco-asa-adaptive-security-appliance,Cisco ASA (Adaptive Security Appliance),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cisco ASA (Adaptive Security Appliance)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cisco-catalyst-9500-pqc,Cisco Catalyst 9500 PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cisco Catalyst 9500 PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cisco-catalyst-center,Cisco Catalyst Center,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cisco Catalyst Center'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cisco-identity-services-engine-ise,Cisco Identity Services Engine (ISE),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cisco Identity Services Engine (ISE)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cisco-ios-xe-pqc,Cisco IOS XE PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cisco IOS XE PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cisco-ios-xr,Cisco IOS XR,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cisco IOS XR'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cisco-meraki-mx-cloud-managed-firewall,Cisco Meraki MX (Cloud-Managed Firewall),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cisco Meraki MX (Cloud-Managed Firewall)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cisco-secure-client-anyconnect,Cisco Secure Client (AnyConnect),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cisco Secure Client (AnyConnect)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cisco-webex,Cisco Webex,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cisco Webex'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
citadel-pqcrypto,citadel_pqcrypto,pkg:github/citadel-protocol/citadel_pqcrypto,github,citadel-protocol,citadel_pqcrypto,exact,matched,https://github.com/citadel-protocol/citadel_pqcrypto,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
citrix-adc-netscaler,Citrix ADC (NetScaler),,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Citrix ADC (NetScaler)'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
citrix-cvad,Citrix CVAD,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Citrix CVAD'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
citrix-virtual-apps-and-desktops,Citrix Virtual Apps and Desktops,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Citrix Virtual Apps and Desktops'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
claroty-platform,Claroty Platform,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Claroty Platform'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cloudflare-circl,Cloudflare CIRCL,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cloudflare CIRCL'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cloudflare-edge-network,Cloudflare Edge Network,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cloudflare Edge Network'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cloudflare-zero-trust,Cloudflare Zero Trust,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cloudflare Zero Trust'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cockroachdb-encryption,CockroachDB Encryption,pkg:github/cockroachdb/cockroach,github,cockroachdb,cockroach,exact,matched,https://github.com/cockroachdb/cockroach,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
codegic-khatim-pki-server,Codegic Khatim PKI Server,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Codegic Khatim PKI Server'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
codegic-khatim-sign-server,Codegic Khatim Sign Server,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Codegic Khatim Sign Server'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cohesity-datacloud,Cohesity DataCloud,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cohesity DataCloud'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
coinbase-custody,Coinbase Custody,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Coinbase Custody'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
commvault-cloud,Commvault Cloud,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Commvault Cloud'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
confluent-cloud-kafka-pqc,Confluent Cloud Kafka PQC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Confluent Cloud Kafka PQC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
copper-co,Copper.co,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Copper.co'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
coreboot,coreboot,pkg:github/coreboot/coreboot,github,coreboot,coreboot,exact,matched,https://github.com/coreboot/coreboot,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
coredns-pqc-dnssec,CoreDNS PQC DNSSEC,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'CoreDNS PQC DNSSEC'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
cosmian-covercrypt,Cosmian covercrypt,pkg:github/Cosmian/cover_crypt,github,Cosmian,cover_crypt,exact,matched,https://github.com/Cosmian/cover_crypt,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
cosmos-tendermint,Cosmos/Tendermint,pkg:github/cosmos/cosmos-sdk,github,cosmos,cosmos-sdk,exact,matched,https://github.com/cosmos/cosmos-sdk,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
cranium-ai-security-platform,Cranium AI Security Platform,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Cranium AI Security Platform'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
credebl,CREDEBL,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'CREDEBL'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
crowdstrike-falcon,CrowdStrike Falcon,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'CrowdStrike Falcon'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
crucible,Crucible,pkg:github/symbolicsoft/crucible,github,symbolicsoft,crucible,exact,matched,https://github.com/symbolicsoft/crucible,2026-04-01,purl_matched,"PURL verified. Source: github, 2026-05-06."
crypto-quantique-qdid-platform,Crypto Quantique QDID Platform,,,,,,not_found,,2026-04-01,purl_not_found_pending_registry,No PURL match for 'Crypto Quantique QDID Platform'. Product may be released under a different registry namespace or may not yet be in a public registry. Suggested search: https://deps.dev or https://npmjs.com or https://pypi.org
