Name,Country,Role,Organization,Type,Category,Contribution,ImageUrl,WebsiteUrl,LinkedinUrl,KeyResourceRefs,KeyResourceUrls,trusted_source_id,peer_reviewed,vetting_body,data_quality_notes,status,deprecated_at,deprecated_reason,KeyResourceUrl
Valery Smyslov,Russia,Network Security Expert; IKEv2 Author,ELVIS-PLUS,Private,Standards,Author of RFC 9593 (Announcing Supported Authentication Methods in IKEv2) enabling PQC signature algorithm negotiation in IPsec VPNs; prolific IETF IPsecME working group contributor driving standardization of ML-KEM and ML-DSA integration in IKEv2 — the key protocol for enterprise VPN post-quantum migration.,https://ui-avatars.com/api/?name=Valery+Smyslov&background=0b0d17&color=60a5fa&size=128&bold=true,,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,RFC 9593
Marco Lucamarini,UK,Principal Research Scientist; QKD Expert,Toshiba Research Europe,Private,Algorithm Inventor,"Toshiba Research Europe QKD researcher and contributor to ETSI GS QKD 012; co-inventor of Twin-Field QKD, a breakthrough protocol that dramatically extends the distance over which quantum key distribution can operate beyond the repeaterless bound, enabling practical long-distance quantum-safe key exchange.",https://ui-avatars.com/api/?name=Marco+Lucamarini&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.toshiba.eu/pages/eu/Cambridge-Research-Laboratory/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,ETSI-GS-QKD-012
Bruno Huttner,Switzerland,Chief Quantum Officer,ID Quantique,Private,Industry Vendor,"Chief Quantum Officer at ID Quantique, the world's leading commercial QKD provider; contributor to ETSI GS QKD 014 REST-based Key Delivery API standard; drives commercial quantum key distribution deployment and integration of QKD with post-quantum cryptography in hybrid security architectures for financial, government, and critical infrastructure clients.",https://ui-avatars.com/api/?name=Bruno+Huttner&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.idquantique.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,ETSI-GS-QKD-014
Peter Bordow,USA,Distinguished Engineer; FS-ISAC PQC Workgroup Chair,Wells Fargo,Private,Industry Adopter,"Distinguished Engineer and Managing Director of Quantum Security at Wells Fargo; Chair of the FS-ISAC Post-Quantum Cryptography Workgroup leading the financial sector's collective response to quantum threats; drives PQC migration standards, best practices, and risk frameworks for the global financial services industry.",https://ui-avatars.com/api/?name=Peter+Bordow&background=0b0d17&color=10b981&size=128&bold=true,https://www.wellsfargo.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,Europol-FS-ISAC-PQC-Financial-2026
Steve Stevens,USA,Executive Director,Accredited Standards Committee X9,Private,Standards,"Executive Director of ASC X9, the ANSI-accredited standards body for the US financial services industry. Leads X9 initiatives on post-quantum cryptography including the X9 Financial PKI (launched June 2025 with DigiCert), the X9 PQC Financial Readiness Needs Assessment, and the quantum computing risk study program. Drives cross-sector adoption of PQC standards for payment systems, PKI, and financial cryptographic infrastructure.",https://ui-avatars.com/api/?name=Steve+Stevens&background=0b0d17&color=60a5fa&size=128&bold=true,https://x9.org/,https://www.linkedin.com/in/steve-stevens-5b06892/,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,ASC-X9-Financial-PKI;ASC-X9-PQC-Readiness-2025;ASC-X9-IR-F01-2022
Roy C. DeCicco,USA,"Former Chair, ASC X9; Managing Director",JPMorgan Chase,Private,Standards,Former Chair of ASC X9 (until 2021); led the committee during the development of foundational financial cryptography standards including the X9 TR 50-2019 on Quantum Techniques in CMS and the initial quantum computing risk assessment for the financial industry. Managing Director at JPMorgan Chase responsible for cryptographic standards and financial PKI governance.,https://ui-avatars.com/api/?name=Roy+C+DeCicco&background=0b0d17&color=60a5fa&size=128&bold=true,https://x9.org/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,ASC-X9-TR-50-2019;ASC-X9-IR-F01-2022
Angela Hendershott,USA,Vice Chair,Accredited Standards Committee X9,Private,Standards,"Vice Chair of ASC X9; supports governance and standards development for the financial services industry including post-quantum cryptography transition initiatives. Contributes to X9 standards for financial PKI, cryptographic key management, and the quantum computing risk framework for financial institutions.",https://ui-avatars.com/api/?name=Angela+Hendershott&background=0b0d17&color=60a5fa&size=128&bold=true,https://x9.org/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,ASC-X9-TR-50-2019
Shuichi Katsumata,UK,Lead Cryptography Researcher,PQShield,Private,Algorithm Inventor,Lead cryptography researcher at PQShield advancing lattice-based cryptography theory; contributor to ML-KEM security analysis and hybrid key exchange IETF standardization; his theoretical work on tightly-secure lattice signatures and modular lattice schemes strengthens the cryptographic foundations of NIST PQC standards.,https://ui-avatars.com/api/?name=Shuichi+Katsumata&background=0b0d17&color=f59e0b&size=128&bold=true,https://pqshield.com/,,,,,,,,deprecated,2026-03-12,2026-03-13 leaders policy filter,FIPS 203
Dr. Ludovic Barman,Switzerland,CTO,CryptoNext Security,Private,Industry Vendor,Leading quantum-safe cryptography vendor; RESQUE consortium member; provides C-QSC quantum-safe cryptographic library compliant with ANSSI and BSI guidelines.,https://ui-avatars.com/api/?name=Ludovic+Barman&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.cryptonext-security.com/,https://www.linkedin.com/in/ludovicbarman/,,,,,,,deprecated,2026-02-22,2026-03-13 leaders policy filter,https://www.cryptonext-security.com/
Patrick Brun,Switzerland,CEO,Kudelski IoT,Private,Industry Vendor,IoT security with PQC implementation; PQCA founding member; provides quantum-safe key lifecycle management for IoT devices.,https://ui-avatars.com/api/?name=Patrick+Brun&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.kudelski-iot.com/,https://www.linkedin.com/in/patrickbrun/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.kudelski-iot.com/solutions/iot-cybersecurity
Stephen Johnson,UK,CEO,Xiphera,Private,Industry Vendor,Hardware cryptographic IP cores including PQC implementations; provides FPGA and ASIC solutions for quantum-safe embedded systems; founded 2017.,https://ui-avtars.com/api/?name=Stephen+Johnson&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.xiphera.com/,https://www.linkedin.com/company/xiphera/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.xiphera.com/products/
Prof. Carlos Hernández-Gómez,USA,Professor,Carnegie Mellon CyLab,Academic,Algorithm Inventor,Advanced PQC research at Carnegie Mellon; contributes to vulnerability analysis of NIST algorithms and quantum-safe protocol development.,https://ui-avatars.com/api/?name=Carlos+Hernandez&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.cylab.cmu.edu/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.cylab.cmu.edu/research/index.html
Prof. Birgitta Whaley,USA,Director,UC Berkeley BQIC,Academic,Standards,Director of Berkeley Quantum Information & Computation Center; focuses on quantum algorithm development and quantum cryptography research.,https://ui-avatars.com/api/?name=Birgitta+Whaley&background=0b0d17&color=60a5fa&size=128&bold=true,https://bqic.berkeley.edu/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://bqic.berkeley.edu/people/birgitta-whaley
Jérôme Plût,France,Cryptographer,ANSSI (France),Public,Government,Lead technical contributor to ANSSI's PQC transition papers; developed hybridization mandate; defined three-phase timeline with full PQC mandatory by 2030.,https://ui-avatars.com/api/?name=Jerome+Plut&background=0b0d17&color=22d3ee&size=128&bold=true,https://cyber.gouv.fr/en/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://pkic.org/events/2023/pqc-conference-amsterdam-nl/pkic-pqcc_jerome-plut_anssi_anssi-plan-for-post-quantum-transition.pdf
David Koh,Singapore,Commissioner of Cybersecurity; Chief Executive,CSA Singapore,Public,Government,Founded CSA (2015); launched Quantum-Safe Handbook at SICW 2025; announced CyberCall 2024 with Quantum Safe focus; led S$295M quantum investment.,https://ui-avatars.com/api/?name=David+Koh&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.csa.gov.sg/,https://www.linkedin.com/in/david-koh-21972232/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.csa.gov.sg/resources/publications/quantum-safe-handbook-and-quantum-readiness-index/
Ofra Frenkel,Israel,Chief Government Information Officer,Israel National Digital Agency,Public,Government,Issued 2025 directive requiring all Israeli government bodies to prepare for quantum threats; mandated PQC capabilities in new contracts.,https://ui-avatars.com/api/?name=Ofra+Frenkel&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.gov.il/en/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.ynetnews.com/business/article/h1srzlgqkl
Prof. Dr. Peter Schwabe,Germany,Scientific Director; Professor,MPI-SP; Radboud University,Academic,Algorithm Inventor,"Co-designer of Kyber, Dilithium, and SPHINCS+; three of seven NIST submissions standardized; appointed MPI-SP Director (Apr 2024).",https://ui-avatars.com/api/?name=Peter+Schwabe&background=0b0d17&color=f59e0b&size=128&bold=true,https://cryptojedi.org/peter/index.shtml,https://www.linkedin.com/in/peter-schwabe-b17203b/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://cryptojedi.org/peter/index.shtml
Prof. Dr. Damien Stehlé,France,Professor,ENS de Lyon,Academic,Algorithm Inventor,Co-designer of Kyber and Dilithium; foundational work on lattice algorithms and security analysis.,https://ui-avatars.com/api/?name=Damien+Stehle&background=0b0d17&color=f59e0b&size=128&bold=true,http://perso.ens-lyon.fr/damien.stehle/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://cryptojedi.org/papers/dilithium-20170627.pdf
Prof. Dr. Daniel J. Bernstein,USA/Germany,Research Professor,UIC; Ruhr University Bochum CASA,Academic,Algorithm Inventor,Co-designer of SPHINCS+; editor of 'Post-Quantum Cryptography' book; creator of Curve25519; filed FOIA lawsuit against NSA.,https://ui-avatars.com/api/?name=Daniel+Bernstein&background=0b0d17&color=f59e0b&size=128&bold=true,https://cr.yp.to/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://cr.yp.to/papers.html
Prof. Dr. Tanja Lange,Germany/Netherlands,Professor of Cryptology,TU Eindhoven; Academia Sinica,Academic,Algorithm Inventor,Co-designer of SPHINCS+; extensive work on elliptic curve and post-quantum cryptography.,https://ui-avatars.com/api/?name=Tanja+Lange&background=0b0d17&color=f59e0b&size=128&bold=true,https://hyperelliptic.org/tanja/,https://www.linkedin.com/in/tanja-lange-a8a2234/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://hyperelliptic.org/tanja/
Prof. Dr. Philippe Gaborit,France,Professor in Computer Science,XLIM Laboratory University of Limoges,Academic,Algorithm Inventor,Principal submitter for HQC; co-inventor with patents dating to 2010; editor of PQCrypto 2013 proceedings.,https://ui-avatars.com/api/?name=Philippe+Gaborit&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.unilim.fr/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.researchgate.net/profile/Philippe-Gaborit
Dr. Nicolas Aragon,France,Researcher,University of Limoges / Naquidis Center,Academic,Algorithm Inventor,Principal submitter for HQC; key contributions to code-based cryptographic protocols.,https://ui-avatars.com/api/?name=Nicolas+Aragon&background=0b0d17&color=f59e0b&size=128&bold=true,https://pqc-hqc.org/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://pqc-hqc.org/
Andersen Cheng,UK,CEO and Founder,Post-Quantum,Private,Industry Vendor,Founded Post-Quantum ~2009; coined 'Harvest Now Decrypt Later'; Classic McEliece progressed to NIST Round 4; completed PQC VPN trial with NATO.,https://ui-avatars.com/api/?name=Andersen+Cheng&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.post-quantum.com/,https://www.linkedin.com/in/andersencheng/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://cybermagazine.com/interviews/andersen-cheng
Michael Adams,USA,CISO,Zoom,Private,Industry Adopter,Led Zoom's post-quantum E2EE implementation (May 2024)—first UCaaS provider with PQC E2EE for video conferencing using ML-KEM.,https://ui-avatars.com/api/?name=Michael+Adams&background=0b0d17&color=10b981&size=128&bold=true,https://www.zoom.com/,https://www.linkedin.com/in/themichaeladams/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.zoom.com/en/blog/guide-to-post-quantum-end-to-end-encryption/
Lori Beer,USA,Global CIO,JPMorgan Chase,Private,Industry Adopter,Led dual PQC/QKD remediation strategy; oversaw Q-CAN implementation connecting two data centers over 29 miles fiber in Singapore.,https://ui-avatars.com/api/?name=Lori+Beer&background=0b0d17&color=10b981&size=128&bold=true,https://www.jpmorganchase.com/,https://www.linkedin.com/in/loribeer/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.jpmorgan.com/technology/news/firm-establishes-quantum-secured-crypto-agile-network
Stavros Kousidis,Germany,Cryptography Expert,BSI (Germany),Public,Standards,"Lead author of PQC in OpenPGP draft defining ML-KEM, ML-DSA, SLH-DSA for OpenPGP.",https://ui-avatars.com/api/?name=Stavros+Kousidis&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.bsi.bund.de/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://datatracker.ietf.org/doc/draft-ietf-openpgp-pqc/
Dr. Martin Ward,UK,Chair ETSI ISG QKD; Senior Research Scientist,Toshiba Europe Cambridge,Private,Standards,Chairs ETSI ISG QKD; co-editor of ISO/IEC 23837-2; contributor to ITU-T SG17/SG13 QKD standards.,https://ui-avatars.com/api/?name=Martin+Ward&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.toshiba.eu/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.itu.int/net4/wsis/forum/2021/Agenda/Session/266
Prof. Dr. Chris Peikert,USA,Professor,University of Michigan,Academic,Algorithm Inventor,Foundational work on lattice-based cryptography including Ring-LWE; contributor to multiple NIST PQC submissions; extensive theoretical contributions.,https://ui-avatars.com/api/?name=Chris+Peikert&background=0b0d17&color=f59e0b&size=128&bold=true,https://web.eecs.umich.edu/~cpeikert/,https://www.linkedin.com/in/chris-peikert-6568aa7/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://web.eecs.umich.edu/~cpeikert/pubs/
Paul Pang,Singapore,Assistant Chief Executive (Cybersecurity),CSA Singapore,Public,Government,Co-leads Singapore's quantum-safe initiatives; contributes to ASEAN cybersecurity cooperation; drives regional PQC adoption.,https://ui-avatars.com/api/?name=Paul+Pang&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.csa.gov.sg/,https://www.linkedin.com/in/paul-pang-83913021/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.csa.gov.sg/
Satoshi Nakamura,Japan,Director-General,NISC (Japan),Public,Government,Leads Japan's National Center of Incident Readiness and Strategy for Cybersecurity; coordinates Japanese government PQC initiatives.,https://ui-avatars.com/api/?name=Satoshi+Nakamura&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.nisc.go.jp/eng/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.nisc.go.jp/eng/
Andres Albanese,USA,Director; General Manager Cryptography,AWS,Private,Industry Adopter,"Leads AWS cryptography services including KMS, CloudHSM; drives AWS PQC hybrid TLS deployment; oversees AWS Encryption SDK PQC integration.",https://ui-avatars.com/api/?name=Andres+Albanese&background=0b0d17&color=10b981&size=128&bold=true,https://aws.amazon.com/,https://www.linkedin.com/in/andresalbanese/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://aws.amazon.com/blogs/security/how-to-tune-tls-for-hybrid-post-quantum-cryptography-with-kyber/
Adam Langley,USA,Principal Software Engineer,Google,Private,Industry Adopter,Created BoringSSL; led Google's early PQC experiments in Chrome (2016); pioneered hybrid key exchange deployments; implements PQC in Google infrastructure.,https://ui-avatars.com/api/?name=Adam+Langley&background=0b0d17&color=10b981&size=128&bold=true,https://www.google.com/,https://www.linkedin.com/in/adam-langley-736121/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.imperialviolet.org/
Dr. Tara Ulseth,USA,Director; Security Engineering,Google,Private,Industry Adopter,Co-leads Google Trust & Safety; drives PQC implementation in TLS and FIDO2; published hybrid signature schemes research.,https://ui-avatars.com/api/?name=Tara+Ulseth&background=0b0d17&color=10b981&size=128&bold=true,https://www.google.com/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://security.googleblog.com/2024/08/advancing-our-amazing-bet-on-asymmetric.html
Dr. Xiao Xiang,China,Chief Scientist Quantum Security,Alibaba Cloud,Private,Industry Adopter,Leads Alibaba's quantum computing and security initiatives; drives PQC integration in Alibaba Cloud infrastructure; extensive QKD research.,https://ui-avatars.com/api/?name=Xiao+Xiang&background=0b0d17&color=10b981&size=128&bold=true,https://www.alibabacloud.com/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.alibabacloud.com/blog/quantum-computing-and-quantum-security_595417
Dr. Charles H. Bennett,USA,IBM Fellow,IBM Research,Private,Industry Adopter,Pioneer of quantum information theory; co-inventor of quantum cryptography and quantum teleportation; foundational contributions to quantum computing threat understanding.,https://ui-avatars.com/api/?name=Charles+Bennett&background=0b0d17&color=10b981&size=128&bold=true,https://research.ibm.com/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://research.ibm.com/people/charles-bennett
Prof. Dr. Adi Shamir,Israel,Professor,Weizmann Institute,Academic,Algorithm Inventor,Co-inventor of RSA; extensive work on cryptanalysis of post-quantum candidates; contributed to breaking several NIST round submissions.,https://ui-avatars.com/api/?name=Adi+Shamir&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.weizmann.ac.il/math/shamir/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.weizmann.ac.il/math/shamir/
Prof. Dr. Oded Regev,Israel/USA,Professor,NYU Courant Institute,Academic,Algorithm Inventor,Inventor of Learning With Errors (LWE) problem; foundational work underlying lattice-based PQC; Gödel Prize winner (2018).,https://ui-avatars.com/api/?name=Oded+Regev&background=0b0d17&color=f59e0b&size=128&bold=true,https://cims.nyu.edu/~regev/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://cims.nyu.edu/~regev/papers/qcrypto.pdf
Dr. Atsushi Fujioka,Japan,Senior Principal Engineer,NTT Social Informatics Laboratories,Private,Standards,Contributed to ISO/IEC standards for digital signatures and encryption; research on PQC integration in Japanese infrastructure; extensive work on lattice-based protocols.,https://ui-avatars.com/api/?name=Atsushi+Fujioka&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.rd.ntt/e/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.ntt.co.jp/
Dr. Tsuyoshi Takagi,Japan,Professor,University of Tokyo,Academic,Standards,Expert in pairing-based and post-quantum cryptography; contributor to ISO/IEC JTC 1/SC 27; research on implementation security of PQC algorithms.,https://ui-avatars.com/api/?name=Tsuyoshi+Takagi&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.u-tokyo.ac.jp/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.di.ens.fr/~takagi/
Peter Gutmann,New Zealand,Researcher; Computer Scientist,University of Auckland,Academic,Skeptic/Critic,Creator of cryptlib security library; PGP v2 contributor; prominent PQC skeptic arguing quantum cryptanalysis threat is overhyped; 2024 presentation 'Why Quantum Cryptanalysis is Bollocks' challenges PQC urgency.,https://ui-avatars.com/api/?name=Peter+Gutmann&background=0b0d17&color=ef4444&size=128&bold=true,https://www.cs.auckland.ac.nz/~pgut001/,https://www.linkedin.com/,,,,,,,deprecated,2026-02-18,2026-03-13 leaders policy filter,https://www.theregister.com/2024/02/28/post_quantum_crypto_skeptic/
Dr. Jan Camenisch,Switzerland,Principal Research Staff Member,IBM Research Europe Zurich,Private,Standards,Expert in privacy-preserving cryptography; research on PQC-compatible credential systems and zero-knowledge proofs; contributor to attribute-based encryption standards.,https://ui-avatars.com/api/?name=Jan+Camenisch&background=0b0d17&color=60a5fa&size=128&bold=true,https://research.ibm.com/,https://www.linkedin.com/in/jan-camenisch-39b6801/,,,,,,,deprecated,2025-12-18,2026-03-13 leaders policy filter,https://researcher.watson.ibm.com/researcher/view.php?person=zurich-JCA
